period,red1,red2,red3,red4,red5,red6,blue,jackpot,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount,total_bet_amount,draw_date
23068,11,12,15,18,29,33,2,2178451698,1,0,96,0,0,2023-06-15
23069,12,14,17,20,21,26,2,2216379497,6,0,129,0,0,2023-06-18
23070,3,5,25,31,32,33,4,2298227329,0,0,110,0,0,2023-06-20
23071,5,12,15,19,24,26,6,2261306658,16,0,127,0,0,2023-06-22
23072,2,6,10,24,25,33,9,2257958066,7,0,197,0,0,2023-06-25
23073,1,3,15,16,25,32,10,2285628386,5,0,64,0,0,2023-06-27
23074,2,8,9,18,19,21,3,2310559345,4,0,228,0,0,2023-06-29
23075,13,15,24,28,30,31,1,2313625531,9,0,107,0,0,2023-07-02
23076,3,4,15,18,19,22,9,2322659300,8,0,92,0,0,2023-07-04
23077,7,9,14,22,26,27,1,2334509163,8,0,232,0,0,2023-07-06
23078,6,8,14,19,30,31,8,2250465082,22,0,134,0,0,2023-07-09
23079,5,6,9,12,21,22,7,2047443072,44,0,219,0,0,2023-07-11
23080,1,2,4,9,25,31,8,2052579114,9,0,66,0,0,2023-07-13
23081,1,11,15,16,22,31,15,2080743000,6,0,53,0,0,2023-07-16
23082,4,18,19,24,27,30,16,2056167572,13,0,144,0,0,2023-07-18
23083,7,10,12,16,17,30,12,2071700320,5,0,141,0,0,2023-07-20
23084,9,13,14,17,19,27,3,2103633553,5,0,99,0,0,2023-07-23
23085,11,18,23,24,31,33,13,2125713507,6,0,97,0,0,2023-07-25
23086,8,9,10,22,26,32,12,2121686796,11,0,185,0,0,2023-07-27
23087,2,9,15,17,28,33,1,2137498144,9,0,158,0,0,2023-07-30
23088,1,14,18,26,31,33,5,2115425117,11,0,98,0,0,2023-08-01
23089,8,13,15,27,28,31,11,2063540939,18,0,122,0,0,2023-08-03
23090,1,2,9,26,30,31,7,2090904684,4,0,97,0,0,2023-08-06
23091,16,20,22,26,30,32,16,2110673283,8,0,69,0,0,2023-08-08
23092,3,12,24,25,32,33,13,2139476134,6,0,98,0,0,2023-08-10
23093,10,21,24,25,27,32,7,2202132520,2,0,55,0,0,2023-08-13
23094,6,10,12,14,30,31,12,2190138271,13,0,62,0,0,2023-08-15
23095,3,8,16,17,22,26,11,2125574043,22,0,342,0,0,2023-08-17
23096,8,11,18,26,31,32,15,2146953645,8,0,125,0,0,2023-08-20
23097,1,9,14,19,29,30,15,2128843885,13,0,225,0,0,2023-08-22
23098,2,10,11,14,21,27,11,2118259570,13,0,266,0,0,2023-08-24
23099,9,11,14,19,27,33,5,2086416405,18,0,82,0,0,2023-08-27
23100,5,6,12,15,23,25,4,2031278380,19,0,243,0,0,2023-08-29
23101,1,5,9,15,18,26,4,2081108979,4,0,164,0,0,2023-08-31
23102,1,9,10,13,21,28,10,2075541857,10,0,98,0,0,2023-09-03
23103,5,6,13,24,25,29,15,2132500020,3,0,103,0,0,2023-09-05
23104,10,19,23,25,30,31,12,2183510069,2,0,76,0,0,2023-09-07
23105,1,3,5,26,30,32,16,2246893587,3,0,77,0,0,2023-09-10
23106,7,9,10,20,22,24,7,2266428564,4,0,140,0,0,2023-09-12
23107,3,7,18,25,29,33,14,2284128424,6,0,194,0,0,2023-09-14
23108,1,3,6,8,18,24,9,2257216493,12,0,109,0,0,2023-09-17
23109,6,8,10,13,16,28,13,2303849540,3,0,221,0,0,2023-09-19
23110,2,6,20,25,29,33,16,2339391685,6,0,70,0,0,2023-09-21
23111,5,6,12,17,20,33,9,2374902077,4,0,121,0,0,2023-09-24
23112,9,12,13,22,24,31,4,2367099281,13,0,176,0,0,2023-09-26
23113,1,2,13,18,25,27,3,2374279095,9,0,101,0,0,2023-09-28
23114,7,9,15,16,17,26,9,2371779513,9,0,157,0,0,2023-10-05
23115,2,7,16,21,26,27,16,2367018008,13,0,123,0,0,2023-10-08
23116,2,8,9,13,24,27,12,2358302682,10,0,238,0,0,2023-10-10
23117,2,11,14,17,18,28,8,2344668961,8,0,114,0,0,2023-10-12
23118,1,2,11,19,25,29,4,2354656592,9,0,400,0,0,2023-10-15
23119,1,2,3,19,21,28,15,2404112623,4,0,76,0,0,2023-10-17
23120,3,8,13,24,27,29,8,2372742600,15,0,262,0,0,2023-10-19
23121,2,12,16,25,30,31,12,2394462620,8,0,105,0,0,2023-10-22
23122,7,8,14,18,20,30,5,2396234235,9,0,104,0,0,2023-10-24
23123,10,13,15,22,29,32,15,2392642136,14,0,146,0,0,2023-10-26
23124,2,3,17,18,25,30,11,2400872645,8,0,207,0,0,2023-10-29
23125,11,14,15,27,30,33,4,2449910182,3,0,104,0,0,2023-10-31
23126,10,24,26,28,29,31,16,2481110827,7,0,140,0,0,2023-11-02
23127,3,8,19,22,26,32,14,2483723142,13,0,253,0,0,2023-11-05
23128,7,16,20,21,27,33,1,2503346700,7,0,178,0,0,2023-11-07
23129,8,9,12,17,32,33,4,2553859029,6,0,132,0,0,2023-11-09
23130,4,10,17,22,23,32,16,2644338946,3,0,261,0,0,2023-11-12
23131,6,7,14,20,26,32,1,2691287209,7,0,140,0,0,2023-11-14
23132,3,9,11,15,25,27,1,2639577950,24,0,339,0,0,2023-11-16
23133,4,5,10,14,22,25,3,2625290582,17,0,306,0,0,2023-11-19
23134,5,8,9,17,22,33,4,2554169624,28,0,232,0,0,2023-11-21
23135,5,6,11,13,28,30,7,2481542330,23,0,221,0,0,2023-11-23
23136,3,5,10,21,22,26,10,2438516168,21,0,240,0,0,2023-11-26
23137,3,12,17,19,23,27,11,2467775081,6,0,213,0,0,2023-11-28
23138,3,22,28,30,31,33,4,2548652101,3,0,78,0,0,2023-11-30
23139,12,14,19,21,27,31,11,2599513870,7,0,133,0,0,2023-12-03
23140,3,4,11,14,30,31,5,2606606136,12,0,123,0,0,2023-12-05
23141,1,8,11,12,21,23,3,2628135529,11,0,220,0,0,2023-12-07
23142,2,8,20,21,27,33,14,2715709193,3,0,130,0,0,2023-12-10
23143,5,7,9,16,23,30,15,2625542196,32,0,187,0,0,2023-12-12
23144,12,16,17,22,25,27,8,2624782779,9,0,151,0,0,2023-12-14
23145,7,10,21,22,23,24,11,2658009357,8,0,195,0,0,2023-12-17
23146,2,3,6,11,20,32,9,2661725786,9,0,172,0,0,2023-12-19
23147,5,6,14,16,19,32,12,2678144078,8,0,96,0,0,2023-12-21
23148,3,5,7,9,19,20,8,2527599376,39,0,424,0,0,2023-12-24
23149,2,10,19,24,26,33,15,2575173968,4,0,134,0,0,2023-12-26
23150,10,17,25,26,30,33,5,2599366995,7,0,109,0,0,2023-12-28
23151,1,15,16,20,25,27,5,2626575547,10,0,112,0,0,2023-12-31
24001,3,7,16,26,27,32,16,2653241738,7,0,164,0,0,2024-01-02
24002,4,9,10,17,19,20,9,2540785162,30,0,196,0,0,2024-01-04
24003,1,5,8,13,32,33,3,2538504530,12,0,116,0,0,2024-01-07
24004,9,13,17,18,21,27,4,2543934511,9,0,163,0,0,2024-01-09
24005,5,6,20,23,25,32,3,2593104612,5,0,99,0,0,2024-01-11
24006,7,18,20,21,26,32,5,2606624464,11,0,98,0,0,2024-01-14
24007,4,5,6,7,20,22,15,2644219785,5,0,178,0,0,2024-01-16
24008,8,20,21,23,27,30,13,2680260839,5,0,151,0,0,2024-01-18
24009,1,4,7,10,17,23,14,2725560627,4,0,118,0,0,2024-01-21
24010,11,16,20,21,23,24,4,2773122333,4,0,73,0,0,2024-01-23
24011,8,12,16,20,27,31,6,2729590794,13,0,143,0,0,2024-01-25
24012,1,3,7,18,22,28,15,2765382313,7,0,138,0,0,2024-01-28
24013,1,7,10,14,21,25,7,2740765858,14,0,149,0,0,2024-01-30
24014,1,2,10,22,24,25,13,2771158275,7,0,110,0,0,2024-02-01
24015,3,8,17,18,20,30,15,2799740697,7,0,254,0,0,2024-02-04
24016,7,12,20,24,32,33,4,2182164460,136,0,87,0,0,2024-02-06
24017,4,17,19,20,25,32,4,2249152255,3,0,96,0,0,2024-02-18
24018,6,15,17,24,28,29,16,2255582139,9,0,224,0,0,2024-02-20
24019,5,11,12,16,17,20,8,2240147827,10,0,107,0,0,2024-02-22
24020,3,8,12,14,17,33,8,2292837056,3,0,65,0,0,2024-02-25
24021,4,6,16,17,23,24,11,2303552638,8,0,182,0,0,2024-02-27
24022,2,9,11,14,18,26,6,2211765504,27,0,335,0,0,2024-02-29
24023,1,10,22,25,28,32,10,2249424817,4,0,174,0,0,2024-03-03
24024,3,7,21,24,26,30,10,2259827583,10,0,276,0,0,2024-03-05
24025,8,15,21,22,25,33,13,2283708268,8,0,77,0,0,2024-03-07
24026,4,7,18,19,20,25,6,2274290656,14,0,465,0,0,2024-03-10
24027,2,6,13,27,28,32,13,2297410268,9,0,296,0,0,2024-03-12
24028,3,7,8,11,18,19,5,2284805181,12,0,206,0,0,2024-03-14
24029,12,18,23,25,28,33,4,2369816985,1,0,116,0,0,2024-03-17
24030,1,8,22,25,29,33,10,2432825172,3,0,76,0,0,2024-03-19
24031,9,10,13,25,30,32,2,2337825172,19,0,173,0,0,2024-03-21
24032,1,3,4,11,12,21,16,2337606504,14,0,135,0,0,2024-03-24
24033,6,10,11,18,20,32,5,2373391338,4,0,117,0,0,2024-03-26
24034,2,9,12,19,21,31,4,2343160918,17,0,248,0,0,2024-03-28
24035,5,7,14,17,22,32,6,2285864323,21,0,504,0,0,2024-03-31
24036,2,8,9,12,21,31,2,2277496852,10,0,206,0,0,2024-04-02
24037,1,4,5,6,12,14,13,2327021985,3,0,90,0,0,2024-04-04
24038,8,10,18,23,27,31,2,2387854012,3,0,190,0,0,2024-04-07
24039,2,6,12,29,30,31,10,2381952370,12,0,138,0,0,2024-04-09
24040,11,14,18,19,23,26,2,2403776297,8,0,213,0,0,2024-04-11
24041,2,9,12,22,25,33,16,2126335214,67,0,542,0,0,2024-04-14
24042,2,4,5,14,26,32,14,2209117678,1,0,46,0,0,2024-04-16
24043,4,6,7,14,15,24,8,2195139699,12,0,146,0,0,2024-04-18
24044,2,6,17,25,32,33,6,2217466686,5,0,115,0,0,2024-04-21
24045,2,8,19,23,24,26,3,2197753504,13,0,334,0,0,2024-04-23
24046,2,6,10,11,17,29,15,2226410188,6,0,188,0,0,2024-04-25
24047,7,8,21,26,29,30,15,2162261379,26,0,91,0,0,2024-04-28
24048,2,9,15,19,26,28,2,2179284324,7,0,114,0,0,2024-04-30
24049,12,15,17,23,26,32,11,2211638785,3,0,141,0,0,2024-05-02
24050,1,3,7,10,22,33,2,2207601984,13,0,226,0,0,2024-05-05
24051,5,9,13,20,23,28,6,2178038182,15,0,203,0,0,2024-05-07
24052,7,10,11,15,17,21,3,2202835275,6,0,131,0,0,2024-05-09
24053,7,14,21,22,28,33,7,2170866334,14,0,220,0,0,2024-05-12
24054,8,13,20,25,31,32,3,2201149174,5,0,242,0,0,2024-05-14
24055,2,4,6,7,16,29,3,2281302712,1,0,144,0,0,2024-05-16
24056,5,18,20,24,25,26,6,2300641915,6,0,97,0,0,2024-05-19
24057,3,8,17,18,23,31,8,2240160236,18,0,384,0,0,2024-05-21
24058,8,12,13,17,27,29,13,2296535377,2,0,84,0,0,2024-05-23
24059,1,3,14,25,31,33,7,2319757937,6,0,137,0,0,2024-05-26
24060,1,2,6,10,22,28,15,2326589163,9,0,122,0,0,2024-05-28
24061,1,9,18,22,25,28,2,2363723406,4,0,143,0,0,2024-05-30
24062,1,7,10,16,18,27,16,2401489046,5,0,90,0,0,2024-06-02
24063,7,14,16,23,28,32,4,2404350858,10,0,245,0,0,2024-06-04
24064,6,8,17,18,28,30,5,2335560971,21,0,277,0,0,2024-06-06
24065,3,5,9,10,19,22,14,2343254145,10,0,236,0,0,2024-06-09
24066,8,9,12,22,26,32,13,2318622744,16,0,168,0,0,2024-06-11
24067,1,11,13,17,25,29,3,2339018162,7,0,100,0,0,2024-06-13
24068,1,2,7,19,20,21,1,2248589639,25,0,190,0,0,2024-06-16
24069,6,13,20,21,24,32,6,2231662700,12,0,121,0,0,2024-06-18
24070,4,13,18,20,22,28,5,2246917307,8,0,95,0,0,2024-06-20
24071,2,8,19,28,30,31,14,2254015200,11,0,130,0,0,2024-06-23
24072,1,14,20,21,23,27,6,2329358625,0,0,96,0,0,2024-06-25
24073,3,9,12,18,28,30,1,2354261205,4,0,288,0,0,2024-06-27
24074,7,8,10,22,24,32,7,2356767829,5,0,90,0,0,2024-06-30
24075,3,5,8,18,22,28,1,2313225143,18,0,320,0,0,2024-07-02
24076,3,22,24,27,29,32,15,2372414911,2,0,80,0,0,2024-07-04
24077,1,4,6,14,17,22,8,2382512560,5,0,92,0,0,2024-07-07
24078,5,9,14,21,22,26,12,2329005428,17,0,171,0,0,2024-07-09
24079,2,3,6,7,16,26,4,2323420019,10,0,324,0,0,2024-07-11
24080,6,11,12,27,29,30,13,2334815017,9,0,197,0,0,2024-07-14
24081,1,6,12,17,23,25,4,2339593701,11,0,501,0,0,2024-07-16
24082,1,2,13,16,17,29,16,2383370581,3,0,89,0,0,2024-07-18
24083,3,9,14,29,32,33,15,2404993508,8,0,101,0,0,2024-07-21
24084,1,8,10,13,19,29,13,2441854586,5,0,98,0,0,2024-07-23
24085,1,5,15,21,23,27,15,2483142282,5,0,106,0,0,2024-07-25
24086,17,19,20,23,25,31,2,2515631484,3,0,61,0,0,2024-07-28
24087,3,9,18,19,20,26,11,2257713590,59,0,131,0,0,2024-07-30
24088,3,8,10,17,30,32,10,2291698840,3,0,135,0,0,2024-08-01
24089,3,6,9,15,18,31,1,2285367632,12,0,166,0,0,2024-08-04
24090,7,11,17,24,31,32,12,2300572454,7,0,85,0,0,2024-08-06
24091,13,15,16,19,20,24,10,2364340809,2,0,88,0,0,2024-08-08
24092,3,8,11,12,18,29,5,2335461640,14,0,234,0,0,2024-08-11
24093,1,5,7,11,12,15,12,2371195097,4,0,148,0,0,2024-08-13
24094,6,13,17,22,25,27,9,2086195097,57,0,273,0,0,2024-08-15
24095,4,6,9,14,16,21,3,2028443682,17,0,199,0,0,2024-08-18
24096,2,4,14,18,23,27,13,2065127017,4,0,203,0,0,2024-08-20
24097,4,10,12,13,18,30,3,2114497370,3,0,40,0,0,2024-08-22
24098,3,8,10,20,30,31,2,2127859521,9,0,171,0,0,2024-08-25
24099,4,12,17,24,26,27,16,2134776394,9,0,92,0,0,2024-08-27
24100,13,14,19,20,27,30,5,2171115625,3,0,79,0,0,2024-08-29
24101,8,12,15,17,19,30,8,2152170943,11,0,103,0,0,2024-09-01
24102,9,15,18,21,22,25,1,2175308161,5,0,197,0,0,2024-09-03
24103,12,21,23,27,32,33,15,2191849007,8,0,115,0,0,2024-09-05
24104,5,16,23,24,26,29,4,2184380821,10,0,206,0,0,2024-09-08
24105,2,5,17,19,29,33,4,2203602195,6,0,62,0,0,2024-09-10
24106,3,8,11,22,31,33,4,2207462227,11,0,208,0,0,2024-09-12
24107,1,6,8,13,17,19,9,2142473782,18,0,90,0,0,2024-09-15
24108,1,8,9,23,24,30,8,2140826873,8,0,139,0,0,2024-09-17
24109,3,4,24,28,29,33,9,2143362495,9,0,72,0,0,2024-09-19
24110,4,13,17,23,25,33,14,2181209099,4,0,69,0,0,2024-09-22
24111,1,4,11,12,22,30,16,2179758898,11,0,178,0,0,2024-09-24
24112,8,11,16,25,29,32,3,2182909574,9,0,163,0,0,2024-09-26
24113,4,5,23,24,26,31,11,2241743848,1,0,65,0,0,2024-09-29
24114,7,11,18,24,27,32,4,2267175046,6,0,250,0,0,2024-10-06
24115,3,10,11,19,27,28,7,2137644946,29,0,178,0,0,2024-10-08
24116,1,15,20,22,31,32,3,2192343800,2,0,66,0,0,2024-10-10
24117,3,12,14,16,29,32,12,2223422878,4,0,113,0,0,2024-10-13
24118,2,3,4,6,11,15,14,2257480299,5,0,64,0,0,2024-10-15
24119,2,9,26,27,31,32,14,2308462079,4,0,72,0,0,2024-10-17
24120,1,5,7,11,18,19,7,2266839986,15,0,183,0,0,2024-10-20
24121,1,7,10,13,27,33,3,2256645443,12,0,68,0,0,2024-10-22
24122,5,7,9,16,17,29,15,2257311684,10,0,228,0,0,2024-10-24
24123,2,15,22,26,30,33,4,2276426310,7,0,84,0,0,2024-10-27
24124,2,14,15,17,25,30,11,2296856893,4,0,80,0,0,2024-10-29
24125,1,4,13,18,26,30,3,2302578322,9,0,419,0,0,2024-10-31
24126,14,18,23,24,26,33,10,2326364768,8,0,69,0,0,2024-11-03
24127,2,5,13,20,27,32,10,2375510386,5,0,165,0,0,2024-11-05
24128,1,8,13,18,20,26,16,2453113294,2,0,118,0,0,2024-11-07
24129,9,10,13,19,24,32,1,2441971585,16,0,120,0,0,2024-11-10
24130,1,8,12,17,19,24,16,2477625267,9,0,135,0,0,2024-11-12
24131,4,5,11,15,20,32,13,2463553435,15,0,236,0,0,2024-11-14
24132,1,4,25,27,28,33,3,2503891643,6,0,87,0,0,2024-11-17
24133,1,11,15,27,30,33,1,2467409931,22,0,128,0,0,2024-11-19
24134,2,4,13,16,18,20,16,2554819300,2,0,103,0,0,2024-11-21
24135,5,11,17,18,30,31,13,2530793029,19,0,256,0,0,2024-11-24
24136,3,11,15,21,25,26,3,2537583064,8,0,131,0,0,2024-11-26
24137,4,9,10,19,26,27,12,2243778557,70,0,855,0,0,2024-11-28
24138,2,7,11,21,27,28,2,2200503777,20,0,307,0,0,2024-12-01
24139,15,16,20,22,23,29,14,2219122799,11,0,97,0,0,2024-12-03
24140,4,7,8,17,22,26,15,2261925902,5,0,180,0,0,2024-12-05
24141,1,2,7,15,24,29,12,2238110251,20,0,188,0,0,2024-12-08
24142,4,6,13,21,22,25,6,2200464970,14,0,178,0,0,2024-12-10
24143,2,5,11,22,30,33,10,2225060896,8,0,226,0,0,2024-12-12
24144,2,9,11,17,20,30,11,2201545229,17,0,315,0,0,2024-12-15
24145,1,3,16,22,23,30,3,2203223647,11,0,121,0,0,2024-12-17
24146,2,4,11,22,27,32,10,2131435845,24,0,359,0,0,2024-12-19
24147,5,11,13,16,21,30,10,2158588347,6,0,120,0,0,2024-12-22
24148,2,6,15,16,21,23,11,2188407705,7,0,85,0,0,2024-12-24
24149,3,9,16,17,18,22,16,2219207042,6,0,133,0,0,2024-12-26
24150,13,14,20,22,26,32,2,2266121359,5,0,63,0,0,2024-12-29
24151,5,10,16,19,29,32,4,2263285189,14,0,193,0,0,2024-12-31
25001,2,3,17,18,22,33,16,1792900594,108,0,204,0,0,2025-01-02
25002,9,12,13,15,22,26,11,1854289576,2,0,116,0,0,2025-01-05
25003,10,19,20,26,28,29,15,1885210987,7,0,135,0,0,2025-01-07
25004,3,7,17,27,29,32,4,1887440945,9,0,118,0,0,2025-01-09
25005,10,16,19,27,28,30,9,1858064417,13,0,139,0,0,2025-01-12
25006,1,7,8,17,20,22,6,1824655469,16,0,328,0,0,2025-01-14
25007,7,8,14,18,21,27,11,1861548871,3,0,113,0,0,2025-01-16
25008,9,14,16,17,25,33,11,1942395126,2,0,155,0,0,2025-01-19
25009,2,4,11,12,23,25,6,1921378198,14,0,334,0,0,2025-01-21
25010,4,6,7,16,17,21,8,1767703481,38,0,129,0,0,2025-01-23
25011,6,13,17,22,24,29,11,1811025553,6,0,202,0,0,2025-01-26
25012,7,11,13,18,27,31,11,1841105218,6,0,132,0,0,2025-02-06
25013,4,14,16,23,24,30,14,1866519971,8,0,124,0,0,2025-02-09
25014,6,7,9,13,21,27,5,1847958110,10,0,111,0,0,2025-02-11
25015,4,11,15,24,25,33,15,1778497050,25,0,344,0,0,2025-02-13
25016,2,3,12,16,20,29,14,1818910823,7,0,162,0,0,2025-02-16
25017,4,12,15,18,28,29,5,1857043294,4,0,115,0,0,2025-02-18
25018,3,9,18,21,28,29,11,1842439055,14,0,149,0,0,2025-02-20
25019,5,13,17,18,22,23,11,1878573590,5,0,168,0,0,2025-02-23
25020,4,11,13,16,26,30,15,1882831619,11,0,317,0,0,2025-02-25
25021,7,8,16,18,25,32,14,1838921415,21,0,226,0,0,2025-02-27
25022,11,17,18,20,28,30,10,1888281245,4,0,80,0,0,2025-03-02
25023,9,12,13,24,25,33,7,1866674645,11,0,169,0,0,2025-03-04
25024,10,11,22,27,30,32,15,1900501646,6,0,169,0,0,2025-03-06
25025,12,15,21,23,25,30,2,1936093458,6,0,91,0,0,2025-03-09
25026,9,10,12,14,19,32,7,1952743893,7,0,66,0,0,2025-03-11
25027,5,7,8,15,16,23,6,1938498165,13,0,211,0,0,2025-03-13
25028,4,9,14,15,18,25,15,2017782256,1,0,154,0,0,2025-03-16
25029,5,15,16,25,30,33,16,2028095174,11,0,146,0,0,2025-03-18
25030,4,6,7,30,31,33,6,2062046163,5,0,113,0,0,2025-03-20
25031,1,5,6,8,23,28,1,2023566815,18,0,186,0,0,2025-03-23
25032,3,8,10,14,16,21,3,2042155440,6,0,227,0,0,2025-03-25
25033,3,5,18,25,26,33,8,2023890601,11,0,101,0,0,2025-03-27
25034,5,8,13,14,24,26,12,2029352539,8,0,163,0,0,2025-03-30
25035,1,8,16,18,25,31,1,2060934078,6,0,141,0,0,2025-04-01
25036,5,11,13,16,19,32,7,2097342123,3,0,82,0,0,2025-04-03
25037,3,6,11,20,21,31,2,2106170670,10,0,160,0,0,2025-04-06
25038,6,19,20,23,26,33,9,2102284821,7,0,119,0,0,2025-04-08
25039,8,10,12,15,17,23,11,2122857171,5,0,111,0,0,2025-04-10
25040,2,6,8,9,10,24,11,1998970150,34,0,170,0,0,2025-04-13
25041,6,10,17,19,25,31,6,2002373802,8,0,114,0,0,2025-04-15
25042,7,13,19,23,27,33,12,2042981318,4,0,169,0,0,2025-04-17
25043,3,12,16,19,20,32,13,2048930620,8,0,133,0,0,2025-04-20
25044,2,3,7,8,14,28,11,2048222162,11,0,123,0,0,2025-04-22
25045,2,14,19,24,29,33,13,2127821193,1,0,68,0,0,2025-04-24
25046,2,3,10,16,29,33,1,2171296641,6,0,77,0,0,2025-04-27
25047,1,14,21,22,23,31,12,2211042881,4,0,174,0,0,2025-04-29
25048,16,21,22,23,27,31,10,2265448315,1,0,57,0,0,2025-05-01
25049,3,6,19,27,29,33,11,2248298531,10,0,130,0,0,2025-05-04
25050,9,12,15,18,22,33,16,2229936825,15,0,140,0,0,2025-05-06
25051,1,2,3,4,17,22,1,2225343467,12,0,194,0,0,2025-05-08
25052,6,7,10,17,20,26,9,2129007256,27,0,161,0,0,2025-05-11
25053,6,9,10,13,30,33,7,2148558912,5,0,100,0,0,2025-05-13
25054,5,7,10,21,24,27,16,2224737559,1,0,176,0,0,2025-05-15
25055,2,5,22,27,29,33,12,2277473550,3,0,67,0,0,2025-05-18
25056,1,2,10,14,28,31,3,2296183528,7,0,81,0,0,2025-05-20
25057,4,9,15,16,25,30,14,2235456730,22,0,869,0,0,2025-05-22
25058,2,6,7,9,10,20,6,2233844001,10,0,225,0,0,2025-05-25
25059,4,10,11,12,13,24,1,2266201070,4,0,220,0,0,2025-05-27
25060,6,14,18,25,28,30,1,2329561958,2,0,149,0,0,2025-05-29
25061,6,7,9,10,11,32,9,2341944468,6,0,134,0,0,2025-06-01
25062,6,8,9,13,25,31,14,2367795314,6,0,115,0,0,2025-06-03
25063,2,19,21,22,28,30,1,2377447244,12,0,77,0,0,2025-06-05
25064,2,10,13,22,29,33,16,2388057766,10,0,133,0,0,2025-06-08
25065,6,10,13,14,15,20,11,2410421705,4,0,106,0,0,2025-06-10
25066,6,22,24,27,28,30,4,2400049823,10,0,94,0,0,2025-06-12
25067,1,5,10,17,20,22,5,2377972199,13,0,157,0,0,2025-06-15
25068,5,7,8,19,20,31,7,2290992555,24,0,291,0,0,2025-06-17
25069,2,4,19,23,27,30,5,2342801953,3,0,93,0,0,2025-06-19
25070,2,3,15,21,22,33,6,2371986371,5,0,219,0,0,2025-06-22
25071,1,12,18,23,25,28,7,2406971013,3,0,110,0,0,2025-06-24
25072,2,14,17,25,27,29,5,2421739287,8,0,121,0,0,2025-06-26
25073,2,7,10,27,30,33,11,2374540018,19,0,164,0,0,2025-06-29
25074,3,4,12,20,32,33,13,2407444608,5,0,78,0,0,2025-07-01
25075,10,12,14,19,20,21,15,2390134063,12,0,175,0,0,2025-07-03
25076,2,6,9,12,14,30,8,2396570293,4,0,189,0,0,2025-07-06
25077,4,7,8,15,20,21,15,2412167034,9,0,153,0,0,2025-07-08
25078,6,15,17,30,32,33,14,2491153983,0,0,111,0,0,2025-07-10
25079,8,11,14,15,30,32,5,2518044933,6,0,107,0,0,2025-07-13
25080,3,7,8,10,16,19,5,2502765112,13,0,180,0,0,2025-07-15
25081,3,6,18,20,23,28,5,2529126398,6,0,149,0,0,2025-07-17
25082,4,6,9,14,32,33,11,2558698192,4,0,120,0,0,2025-07-20
25083,10,15,16,17,27,29,12,2565049782,8,0,145,0,0,2025-07-22
25084,6,8,10,14,24,33,15,2594607446,6,0,120,0,0,2025-07-24
25085,11,14,15,18,21,24,13,2572231246,17,0,93,0,0,2025-07-27
25086,2,6,8,10,17,24,6,2535971590,16,0,118,0,0,2025-07-29
25087,2,6,14,15,24,26,8,2559651509,3,0,105,0,0,2025-07-31
25088,1,3,13,18,21,25,6,2602087534,4,0,68,0,0,2025-08-03
25089,4,6,8,18,31,33,5,2625969286,5,0,82,0,0,2025-08-05
25090,6,11,12,21,27,28,15,2427919422,51,0,197,0,0,2025-08-07
25091,3,4,17,19,25,27,14,2443475122,8,0,114,0,0,2025-08-10
25092,2,11,14,17,23,24,12,2456759248,7,0,110,0,0,2025-08-12
25093,9,11,12,24,25,26,10,2435085847,12,0,136,0,0,2025-08-14
25094,11,13,17,19,23,29,16,2456203693,8,0,196,0,0,2025-08-17
25095,15,16,22,23,26,32,4,2468316703,8,0,78,0,0,2025-08-19
25096,7,9,11,12,16,29,15,2531810580,1,0,165,0,0,2025-08-21
25097,3,5,16,23,26,31,14,2597968523,2,0,178,0,0,2025-08-24
25098,5,8,13,17,18,29,2,2518876889,22,0,269,0,0,2025-08-26
25099,9,11,15,17,22,26,14,2588706689,2,0,155,0,0,2025-08-28
25100,12,16,17,25,30,31,16,2597220563,11,0,107,0,0,2025-08-31
25101,5,8,9,10,16,21,5,2615069983,5,0,107,0,0,2025-09-02
25102,4,9,16,17,18,31,7,2587063782,12,0,136,0,0,2025-09-04
25103,13,16,21,25,28,31,16,2655260007,3,0,116,0,0,2025-09-07
25104,2,5,15,16,24,32,16,2720046642,2,0,138,0,0,2025-09-09
25105,4,7,18,24,26,28,8,2733576679,5,0,160,0,0,2025-09-11
25106,4,5,17,22,26,30,4,2754326369,8,0,265,0,0,2025-09-14
25107,2,3,10,15,25,33,13,2799363828,3,0,144,0,0,2025-09-16
25108,1,9,14,17,22,33,7,2819783316,5,0,129,0,0,2025-09-18
25109,5,6,9,17,18,31,3,2798817511,12,0,190,0,0,2025-09-21
25110,1,5,11,14,16,19,8,2817720121,6,0,67,0,0,2025-09-23
25111,9,14,18,28,31,33,12,2846924292,4,0,67,0,0,2025-09-25
25112,3,9,11,13,20,32,2,2882384020,4,0,118,0,0,2025-09-28
25113,8,10,13,15,24,31,16,2931095408,4,0,122,0,0,2025-09-30
25114,1,20,21,25,26,27,10,2942942799,7,0,87,0,0,2025-10-05
25115,2,3,8,19,24,30,2,2797883669,39,0,604,0,0,2025-10-07
25116,2,4,8,24,28,31,9,2802882002,3,0,62,0,0,2025-10-09
25117,6,8,17,20,25,33,10,2819850462,9,0,177,0,0,2025-10-12
25118,1,10,11,16,24,26,3,2840423562,6,0,80,0,0,2025-10-14
25119,6,9,23,26,28,32,11,2819294293,11,0,564,0,0,2025-10-16
25120,1,2,4,7,13,32,7,2880926922,1,0,47,0,0,2025-10-19
25121,6,8,10,25,29,30,8,2847262236,13,0,174,0,0,2025-10-21
25122,16,18,19,20,25,31,13,2875067397,6,0,151,0,0,2025-10-23
