period,red1,red2,red3,red4,red5,red6,blue,jackpot,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount,total_bet_amount,draw_date
16027,11,13,15,17,19,31,5,607947604,4,0,213,0,0,2016-03-10
16028,6,8,12,21,25,29,1,639478896,7,0,282,0,0,2016-03-13
16029,12,15,18,20,21,27,15,673974740,5,0,99,0,0,2016-03-15
16030,10,14,19,22,25,29,12,202797966,98,0,552,0,0,2016-03-17
16031,3,8,10,19,26,33,3,190281234,13,0,191,0,0,2016-03-20
16032,8,12,14,15,21,27,15,228889010,5,0,154,0,0,2016-03-22
16033,6,17,18,20,27,29,15,296662312,2,0,119,0,0,2016-03-24
16034,3,15,21,22,23,28,15,388316232,1,0,107,0,0,2016-03-27
16035,4,13,19,20,26,29,11,378328346,11,0,187,0,0,2016-03-29
16036,3,4,7,9,20,22,3,439352386,2,0,116,0,0,2016-03-31
16037,6,15,26,31,32,33,16,494817840,3,0,97,0,0,2016-04-03
16038,3,12,13,22,28,29,3,530930396,4,0,182,0,0,2016-04-05
16039,1,3,7,18,19,27,16,568328305,5,0,189,0,0,2016-04-07
16040,3,13,19,20,23,26,3,568128108,12,0,167,0,0,2016-04-10
16041,12,17,18,21,22,24,4,612243516,3,0,98,0,0,2016-04-12
16042,7,14,17,23,26,31,9,589832826,11,0,129,0,0,2016-04-14
16043,5,14,20,26,30,33,12,605438772,6,0,88,0,0,2016-04-17
16044,1,3,10,12,18,30,1,632010456,6,0,147,0,0,2016-04-19
16045,4,9,12,17,30,32,3,696734182,1,0,86,0,0,2016-04-21
16046,7,20,25,26,27,30,14,779578465,0,0,90,0,0,2016-04-24
16047,2,5,8,15,17,22,16,806292000,5,0,172,0,0,2016-04-26
16048,3,8,13,14,15,30,4,830538816,6,0,115,0,0,2016-04-28
16049,6,8,13,14,22,27,10,796447605,15,0,172,0,0,2016-05-01
16050,9,12,24,28,29,30,2,823767052,4,0,116,0,0,2016-05-03
16051,1,2,4,9,15,33,12,872097902,2,0,58,0,0,2016-05-05
16052,1,6,13,19,24,28,16,876129336,12,0,218,0,0,2016-05-08
16053,2,8,10,12,29,31,1,903222855,5,0,165,0,0,2016-05-10
16054,6,11,16,19,28,32,4,914302376,8,0,204,0,0,2016-05-12
16055,5,6,10,16,22,26,11,902490160,11,0,232,0,0,2016-05-15
16056,3,4,8,11,16,18,14,925399830,6,0,180,0,0,2016-05-17
16057,7,12,19,22,23,26,11,915017488,11,0,256,0,0,2016-05-19
16058,3,5,18,20,24,32,11,981243730,2,0,130,0,0,2016-05-22
16059,4,11,12,20,25,28,15,989524476,9,0,153,0,0,2016-05-24
16060,4,5,22,26,29,32,8,914524470,15,0,47,0,0,2016-05-26
16061,5,6,8,18,20,32,8,835286844,21,0,127,0,0,2016-05-29
16062,12,13,15,18,19,21,9,865680358,2,0,116,0,0,2016-05-31
16063,16,17,18,23,28,32,7,910497831,0,0,83,0,0,2016-06-02
16064,3,12,14,17,19,26,3,900497807,11,0,116,0,0,2016-06-05
16065,13,16,22,25,26,27,14,945654750,2,0,87,0,0,2016-06-07
16066,3,7,13,18,19,20,5,921254130,10,0,207,0,0,2016-06-09
16067,9,13,18,20,27,31,4,946443820,5,0,117,0,0,2016-06-12
16068,8,19,23,28,31,32,1,991629338,2,0,58,0,0,2016-06-14
16069,8,10,11,20,21,27,11,1001117928,6,0,168,0,0,2016-06-16
16070,3,6,11,18,23,29,1,1023740893,7,0,264,0,0,2016-06-19
16071,19,21,26,28,29,32,1,1061458288,4,0,83,0,0,2016-06-21
16072,5,16,19,22,24,25,2,1100767568,2,0,79,0,0,2016-06-23
16073,9,11,12,15,16,20,13,1116225045,5,0,80,0,0,2016-06-26
16074,6,10,11,12,20,25,12,838131500,62,0,154,0,0,2016-06-28
16075,1,3,6,16,29,32,7,890340179,0,0,65,0,0,2016-06-30
16076,7,8,13,22,30,32,1,917666478,6,0,112,0,0,2016-07-03
16077,1,9,17,19,20,29,10,933341379,3,0,93,0,0,2016-07-05
16078,2,4,8,23,26,29,2,953135832,6,0,65,0,0,2016-07-07
16079,1,3,10,12,24,28,2,1012281038,2,0,101,0,0,2016-07-10
16080,1,16,17,24,25,32,14,1042999580,4,0,88,0,0,2016-07-12
16081,2,6,15,25,30,32,7,1066490094,3,0,73,0,0,2016-07-14
16082,6,12,14,15,17,20,9,1048143580,10,0,89,0,0,2016-07-17
16083,9,16,17,24,30,31,4,1056212003,7,0,99,0,0,2016-07-19
16084,2,4,12,18,24,26,5,1068920080,5,0,101,0,0,2016-07-21
16085,1,12,19,20,21,25,16,1079747823,7,0,245,0,0,2016-07-24
16086,9,10,11,12,15,32,5,1098197736,6,0,62,0,0,2016-07-26
16087,2,3,10,11,14,21,12,1124530659,3,0,84,0,0,2016-07-28
16088,3,14,16,18,25,33,15,1149627355,5,0,79,0,0,2016-07-31
16089,1,3,14,30,31,32,8,1120249570,10,0,48,0,0,2016-08-02
16090,2,13,17,20,21,26,7,1033308810,23,0,164,0,0,2016-08-04
16091,4,8,14,22,23,28,7,994429110,17,0,226,0,0,2016-08-07
16092,2,13,15,23,24,29,6,908473144,19,0,97,0,0,2016-08-09
16093,6,9,15,17,25,27,9,843280596,18,0,131,0,0,2016-08-11
16094,6,7,10,12,18,31,10,861184896,4,0,83,0,0,2016-08-14
16095,1,5,9,12,18,32,12,866140800,7,0,73,0,0,2016-08-16
16096,6,13,14,21,22,24,16,888068045,5,0,110,0,0,2016-08-18
16097,6,13,25,26,28,31,1,886496310,9,0,101,0,0,2016-08-21
16098,2,8,25,29,31,32,6,908084049,3,0,63,0,0,2016-08-23
16099,1,11,21,23,27,33,6,930007164,4,0,111,0,0,2016-08-25
16100,3,10,22,23,27,29,4,960230040,4,0,87,0,0,2016-08-28
16101,1,3,19,24,32,33,1,1005245634,3,0,45,0,0,2016-08-30
16102,5,8,10,14,17,30,13,1007804693,7,0,339,0,0,2016-09-01
16103,1,5,13,19,24,27,11,977024997,13,0,116,0,0,2016-09-04
16104,5,9,11,18,30,31,4,1025995488,2,0,72,0,0,2016-09-06
16105,8,10,19,27,28,31,16,1011744422,13,0,153,0,0,2016-09-08
16106,4,5,13,22,25,30,4,1036874166,6,0,119,0,0,2016-09-11
16107,6,11,18,26,27,32,1,1016647606,13,0,230,0,0,2016-09-13
16108,2,3,7,8,19,26,16,1033314654,6,0,174,0,0,2016-09-15
16109,9,11,15,16,27,33,5,1031137928,8,0,93,0,0,2016-09-18
16110,5,7,28,31,32,33,8,1037073225,5,0,55,0,0,2016-09-20
16111,2,4,7,14,15,32,4,1080979719,3,0,68,0,0,2016-09-22
16112,6,12,14,15,18,25,12,1082109240,8,0,105,0,0,2016-09-25
16113,1,11,16,17,20,26,14,1097496306,6,0,95,0,0,2016-09-27
16114,5,16,20,22,27,29,9,1005529350,21,0,103,0,0,2016-09-29
16115,6,8,20,22,26,27,9,984826752,13,0,62,0,0,2016-10-02
16116,7,18,20,23,27,31,13,997623156,6,0,52,0,0,2016-10-04
16117,3,10,14,17,28,33,2,971854560,12,0,167,0,0,2016-10-06
16118,9,14,22,23,31,33,14,1017168724,4,0,97,0,0,2016-10-09
16119,9,19,21,30,31,32,4,1044045944,4,0,353,0,0,2016-10-11
16120,2,5,6,21,25,28,9,1054589076,6,0,139,0,0,2016-10-13
16121,2,3,10,23,25,28,9,1082073970,5,0,106,0,0,2016-10-16
16122,15,22,23,24,28,29,8,1089129612,6,0,96,0,0,2016-10-18
16123,7,9,12,14,20,27,16,1119192450,3,0,191,0,0,2016-10-20
16124,9,15,21,24,27,32,10,1144946805,5,0,120,0,0,2016-10-23
16125,1,6,8,20,27,30,3,1117386530,10,0,94,0,0,2016-10-25
16126,2,6,12,17,18,19,10,1154908300,4,0,182,0,0,2016-10-27
16127,7,12,17,26,29,31,16,1208693682,3,0,127,0,0,2016-10-30
16128,4,9,11,17,26,27,13,1172302677,17,0,216,0,0,2016-11-01
16129,5,6,8,21,31,33,14,1236923614,2,0,107,0,0,2016-11-03
16130,3,17,21,23,27,28,1,1258366632,8,0,88,0,0,2016-11-06
16131,4,10,18,19,25,27,2,1286258608,4,0,112,0,0,2016-11-08
16132,5,8,13,19,27,28,7,1107687796,37,0,358,0,0,2016-11-10
16133,15,16,21,22,27,33,15,1035115770,26,0,242,0,0,2016-11-13
16134,11,12,13,14,18,33,13,1057618368,8,0,107,0,0,2016-11-15
16135,2,8,10,18,20,33,12,973012992,24,0,172,0,0,2016-11-17
16136,2,7,10,20,27,29,3,989371808,8,0,117,0,0,2016-11-20
16137,1,6,9,10,15,32,14,1024045140,4,0,90,0,0,2016-11-22
16138,7,16,20,24,25,30,7,998764932,12,0,160,0,0,2016-11-24
16139,1,6,19,26,28,30,3,1041642655,5,0,94,0,0,2016-11-27
16140,1,2,5,17,26,32,10,998908480,16,0,84,0,0,2016-11-29
16141,4,13,15,17,21,24,15,1025247440,7,0,106,0,0,2016-12-01
16142,1,10,17,21,23,30,12,1025247212,11,0,85,0,0,2016-12-04
16143,6,9,23,24,25,33,13,1055352355,5,0,143,0,0,2016-12-06
16144,4,10,12,27,32,33,5,1031610174,14,0,86,0,0,2016-12-08
16145,1,3,7,12,19,20,6,1019425688,8,0,157,0,0,2016-12-11
16146,3,7,15,16,17,23,10,1030668248,8,0,133,0,0,2016-12-13
16147,4,14,18,28,31,32,12,1053462300,5,0,113,0,0,2016-12-15
16148,1,2,11,20,26,30,14,1060899760,10,0,158,0,0,2016-12-18
16149,3,20,23,26,32,33,7,1069092085,5,0,77,0,0,2016-12-20
16150,2,4,5,9,13,21,5,1010476368,22,0,140,0,0,2016-12-22
16151,6,11,16,20,22,33,7,1013655324,11,0,130,0,0,2016-12-25
16152,2,8,9,16,20,22,7,974772214,17,0,247,0,0,2016-12-27
16153,7,9,16,24,25,29,6,990091165,5,0,247,0,0,2016-12-29
17001,9,11,14,20,25,26,15,1007519355,9,0,184,0,0,2017-01-01
17002,15,19,23,24,25,32,3,1046185700,4,0,67,0,0,2017-01-03
17003,1,4,8,15,27,32,16,1089595542,3,0,80,0,0,2017-01-05
17004,5,13,17,26,27,30,7,1046462778,18,0,294,0,0,2017-01-08
17005,6,11,12,22,23,30,5,1018195332,14,0,204,0,0,2017-01-10
17006,2,4,8,26,29,33,8,1019607668,4,0,70,0,0,2017-01-12
17007,2,4,5,24,26,33,15,1049607797,7,0,62,0,0,2017-01-15
17008,7,13,15,27,28,29,13,1039620330,10,0,165,0,0,2017-01-17
17009,2,6,8,9,15,29,14,1043538642,9,0,145,0,0,2017-01-19
17010,5,8,19,25,28,30,7,914275770,30,0,231,0,0,2017-01-22
17011,10,11,12,23,26,29,16,914786466,11,0,229,0,0,2017-01-24
17012,10,11,14,15,16,24,7,919697751,9,0,80,0,0,2017-01-26
17013,8,11,28,29,31,33,6,924629020,10,0,99,0,0,2017-02-05
17014,6,8,18,20,23,31,13,944740410,5,0,144,0,0,2017-02-07
17015,1,8,9,14,17,32,1,976589244,4,0,101,0,0,2017-02-09
17016,5,8,16,22,27,29,2,957434232,12,0,222,0,0,2017-02-12
17017,3,7,8,10,22,23,12,973496920,5,0,120,0,0,2017-02-14
17018,1,2,3,17,25,31,9,976565180,5,0,91,0,0,2017-02-16
17019,4,6,8,12,23,25,8,992823572,4,0,111,0,0,2017-02-19
17020,4,8,10,12,31,33,10,1016040400,4,0,87,0,0,2017-02-21
17021,2,5,10,22,32,33,9,984320688,16,0,115,0,0,2017-02-23
17022,2,6,15,16,18,32,15,1029761908,4,0,63,0,0,2017-02-26
17023,1,3,4,11,18,22,14,1072263213,3,0,108,0,0,2017-02-28
17024,9,21,25,26,29,31,13,1093529538,6,0,120,0,0,2017-03-02
17025,2,15,16,17,22,32,7,1076249141,11,0,176,0,0,2017-03-05
17026,3,10,12,19,27,30,8,954816000,30,0,385,0,0,2017-03-07
17027,2,4,11,14,27,30,5,980689536,3,0,76,0,0,2017-03-09
17028,7,8,12,13,22,30,9,977766651,9,0,152,0,0,2017-03-12
17029,2,15,21,23,25,30,10,1003660344,4,0,53,0,0,2017-03-14
17030,1,7,9,20,23,30,2,1037107695,5,0,81,0,0,2017-03-16
17031,6,10,16,26,27,29,3,924910650,30,0,344,0,0,2017-03-19
17032,5,8,15,24,27,31,11,609910623,63,0,284,0,0,2017-03-21
17033,5,7,15,20,23,30,15,610298424,12,0,205,0,0,2017-03-23
17034,4,7,8,19,32,33,13,618519064,8,0,146,0,0,2017-03-26
17035,1,6,14,24,28,32,12,568068720,16,0,164,0,0,2017-03-28
17036,1,2,5,10,24,27,15,613555992,4,0,134,0,0,2017-03-30
17037,11,15,20,22,25,30,5,629265693,7,0,102,0,0,2017-04-02
17038,1,4,8,13,24,27,5,656476865,5,0,191,0,0,2017-04-04
17039,2,4,12,14,17,24,15,730094377,1,0,109,0,0,2017-04-06
17040,15,19,23,28,29,33,4,691582671,13,0,82,0,0,2017-04-09
17041,4,10,13,15,22,27,4,634663869,21,0,114,0,0,2017-04-11
17042,1,2,4,7,10,23,4,652974432,8,0,69,0,0,2017-04-13
17043,8,13,16,23,27,31,8,669647148,4,0,170,0,0,2017-04-16
17044,8,16,19,21,31,32,6,636516015,15,0,81,0,0,2017-04-18
17045,5,7,16,20,21,25,5,664910592,4,0,99,0,0,2017-04-20
17046,4,13,14,23,26,32,10,677946402,6,0,95,0,0,2017-04-23
17047,2,5,8,10,32,33,2,694177440,6,0,181,0,0,2017-04-25
17048,5,8,9,14,15,19,7,664324529,11,0,107,0,0,2017-04-27
17049,1,8,14,15,20,29,10,680077398,7,0,113,0,0,2017-04-30
17050,10,12,20,24,27,29,7,700584945,5,0,64,0,0,2017-05-02
17051,2,5,9,15,24,25,11,682920580,10,0,194,0,0,2017-05-04
17052,7,8,18,24,29,31,7,704802480,5,0,182,0,0,2017-05-07
17053,4,9,11,15,29,31,6,716619576,6,0,77,0,0,2017-05-09
17054,2,3,9,23,28,33,8,746396522,2,0,73,0,0,2017-05-11
17055,7,12,13,20,24,31,5,685895820,20,0,109,0,0,2017-05-14
17056,13,14,18,19,21,28,6,697988120,8,0,184,0,0,2017-05-16
17057,18,20,22,23,30,31,16,698067117,9,0,71,0,0,2017-05-18
17058,1,9,13,22,28,32,11,702858272,8,0,111,0,0,2017-05-21
17059,4,8,9,15,19,25,9,586532102,26,0,222,0,0,2017-05-23
17060,5,10,13,24,26,31,4,613018696,4,0,113,0,0,2017-05-25
17061,6,7,12,20,26,27,11,546535704,22,0,236,0,0,2017-05-28
17062,1,7,22,24,26,31,10,588631018,2,0,50,0,0,2017-05-30
17063,12,16,20,22,25,31,4,624355820,4,0,246,0,0,2017-06-01
17064,2,10,16,22,24,28,15,654376180,5,0,158,0,0,2017-06-04
17065,2,5,8,10,12,21,7,619300374,14,0,181,0,0,2017-06-06
17066,1,4,6,17,19,26,3,624968496,8,0,103,0,0,2017-06-08
17067,1,3,4,10,18,29,4,630964440,10,0,131,0,0,2017-06-11
17068,2,6,10,22,30,31,15,655631053,7,0,102,0,0,2017-06-13
17069,2,11,12,23,29,31,5,683978436,3,0,98,0,0,2017-06-15
17070,1,6,14,22,25,26,12,709557056,4,0,92,0,0,2017-06-18
17071,2,3,6,14,31,32,3,745151312,4,0,51,0,0,2017-06-20
17072,6,11,14,23,26,30,2,740584900,11,0,94,0,0,2017-06-22
17073,3,6,16,23,26,30,14,747555120,9,0,173,0,0,2017-06-25
17074,2,6,16,23,30,31,2,720097616,16,0,548,0,0,2017-06-27
17075,1,3,6,19,21,29,7,711353370,7,0,90,0,0,2017-06-29
17076,1,4,8,9,14,15,13,721042021,7,0,115,0,0,2017-07-02
17077,1,2,4,15,17,22,14,752910976,4,0,93,0,0,2017-07-04
17078,5,7,18,19,22,24,16,763870919,7,0,160,0,0,2017-07-06
17079,3,7,14,23,25,27,8,772154315,5,0,107,0,0,2017-07-09
17080,1,12,16,20,22,24,8,761168290,10,0,103,0,0,2017-07-11
17081,3,5,14,25,26,30,5,771574680,4,0,134,0,0,2017-07-13
17082,14,18,21,25,28,29,10,770257854,9,0,120,0,0,2017-07-16
17083,3,8,14,20,24,26,12,741221637,13,0,161,0,0,2017-07-18
17084,1,5,11,20,22,24,2,746247204,9,0,98,0,0,2017-07-20
17085,1,5,6,16,25,30,9,736565578,7,0,148,0,0,2017-07-23
17086,3,5,6,13,20,22,7,741969095,5,0,73,0,0,2017-07-25
17087,3,6,13,14,19,28,6,705056937,13,0,105,0,0,2017-07-27
17088,7,9,18,22,23,29,6,702515540,10,0,406,0,0,2017-07-30
17089,11,12,13,16,23,25,12,750483542,2,0,69,0,0,2017-08-01
17090,1,7,10,16,22,33,9,772752284,4,0,84,0,0,2017-08-03
17091,5,7,10,23,28,29,3,795913308,4,0,141,0,0,2017-08-06
17092,10,18,19,29,32,33,9,826577324,4,0,131,0,0,2017-08-08
17093,7,8,9,15,22,27,12,662712921,39,0,238,0,0,2017-08-10
17094,8,11,13,19,28,31,6,658076283,9,0,128,0,0,2017-08-13
17095,9,10,12,19,22,29,16,632720984,14,0,332,0,0,2017-08-15
17096,2,6,11,12,19,29,6,611617622,14,0,165,0,0,2017-08-17
17097,5,10,18,19,30,31,3,616091250,10,0,183,0,0,2017-08-20
17098,4,19,22,27,30,33,1,561544774,14,0,93,0,0,2017-08-22
17099,2,5,6,16,28,29,4,460398735,27,0,142,0,0,2017-08-24
17100,4,7,8,18,23,24,2,435010976,16,0,117,0,0,2017-08-27
17101,1,4,11,28,31,32,16,498878630,2,0,51,0,0,2017-08-29
17102,4,8,10,14,18,20,11,455170324,14,0,150,0,0,2017-08-31
17103,1,21,23,25,31,33,1,469614348,9,0,64,0,0,2017-09-03
17104,1,14,15,20,23,30,14,523607612,2,0,93,0,0,2017-09-05
17105,3,6,7,12,25,26,7,385864894,29,0,254,0,0,2017-09-07
17106,12,15,20,25,27,31,2,421291764,4,0,82,0,0,2017-09-10
17107,8,9,15,17,30,32,6,368859616,19,0,202,0,0,2017-09-12
17108,7,12,14,15,17,20,1,390692040,6,0,113,0,0,2017-09-14
17109,8,14,16,18,21,23,16,436050760,4,0,96,0,0,2017-09-17
17110,1,3,12,15,19,23,14,482979264,3,0,68,0,0,2017-09-19
17111,5,10,17,19,29,32,12,443532928,16,0,99,0,0,2017-09-21
17112,3,10,14,16,22,23,11,490214060,2,0,76,0,0,2017-09-24
17113,4,6,16,27,29,33,5,507647724,4,0,75,0,0,2017-09-26
17114,6,12,13,15,18,26,13,533714324,4,0,89,0,0,2017-09-28
17115,4,10,11,25,30,31,1,557069238,6,0,128,0,0,2017-10-01
17116,2,14,20,22,30,32,2,550134702,9,0,85,0,0,2017-10-03
17117,1,2,8,11,14,21,9,565108899,3,0,53,0,0,2017-10-05
17118,8,9,15,22,30,33,16,562212840,12,0,123,0,0,2017-10-08
17119,9,16,21,25,26,31,14,557828271,11,0,127,0,0,2017-10-10
17120,8,10,15,19,23,28,16,590730365,5,0,192,0,0,2017-10-12
17121,11,18,19,22,24,32,7,597274960,5,0,136,0,0,2017-10-15
17122,11,20,21,22,24,27,15,624823324,4,0,52,0,0,2017-10-17
17123,4,5,6,11,21,31,10,578631376,16,0,237,0,0,2017-10-19
17124,2,6,11,26,28,29,3,582215080,8,0,126,0,0,2017-10-22
17125,1,14,23,25,29,30,3,598302894,6,0,133,0,0,2017-10-24
17126,1,16,17,21,27,30,16,618963440,8,0,63,0,0,2017-10-26
17127,14,15,21,24,27,32,12,647103220,4,0,63,0,0,2017-10-29
17128,2,6,13,22,29,31,8,588766113,13,0,111,0,0,2017-10-31
17129,5,6,9,14,21,33,2,638652615,3,0,116,0,0,2017-11-02
17130,5,13,14,23,25,31,2,690570120,5,0,211,0,0,2017-11-05
17131,1,7,10,11,26,27,11,600864875,25,0,131,0,0,2017-11-07
17132,2,3,5,9,13,28,11,633905850,6,0,139,0,0,2017-11-09
17133,6,15,17,18,23,30,11,662957197,7,0,223,0,0,2017-11-12
17134,4,5,11,14,28,32,4,635172616,13,0,99,0,0,2017-11-14
17135,1,6,7,14,18,26,16,659493336,8,0,147,0,0,2017-11-16
17136,3,7,10,18,21,24,12,614278265,19,0,216,0,0,2017-11-19
17137,5,10,20,23,26,31,3,635431923,7,0,146,0,0,2017-11-21
17138,1,17,24,28,32,33,2,672085896,6,0,79,0,0,2017-11-23
17139,2,14,20,24,28,32,16,721754472,6,0,92,0,0,2017-11-26
17140,21,22,25,28,29,30,8,687332768,16,0,83,0,0,2017-11-28
17141,1,6,7,11,13,15,5,698733752,4,0,78,0,0,2017-11-30
17142,8,13,14,18,23,33,6,712354014,6,0,149,0,0,2017-12-03
17143,4,6,9,14,20,29,14,707688280,13,0,164,0,0,2017-12-05
17144,3,14,16,20,31,32,9,696647832,8,0,54,0,0,2017-12-07
17145,2,6,12,17,25,28,12,574055706,31,0,458,0,0,2017-12-10
17146,1,19,25,26,27,33,10,515383281,21,0,252,0,0,2017-12-12
17147,3,7,20,21,25,31,14,585636222,3,0,131,0,0,2017-12-14
17148,4,7,11,14,29,32,12,558628074,18,0,274,0,0,2017-12-17
17149,5,8,15,20,27,30,13,229382406,67,0,1126,0,0,2017-12-19
17150,6,14,19,20,21,23,8,231409917,9,0,82,0,0,2017-12-21
17151,2,5,7,9,11,27,16,265615770,6,0,171,0,0,2017-12-24
17152,6,10,23,25,26,29,5,270223240,8,0,129,0,0,2017-12-26
17153,7,11,12,13,18,19,16,324719716,4,0,165,0,0,2017-12-28
17154,5,9,13,15,18,26,5,338693168,11,0,141,0,0,2017-12-31
18001,1,8,11,26,28,31,4,278621134,22,0,191,0,0,2018-01-02
18002,7,18,24,29,31,33,16,338840952,3,0,94,0,0,2018-01-04
18003,1,14,16,17,20,31,4,384536000,5,0,167,0,0,2018-01-07
18004,14,18,19,26,30,31,11,358237373,13,0,55,0,0,2018-01-09
18005,2,20,21,28,31,33,6,423934061,1,0,68,0,0,2018-01-11
18006,2,7,8,9,17,29,11,425081503,11,0,172,0,0,2018-01-14
18007,13,14,20,25,27,31,12,435109760,8,0,132,0,0,2018-01-16
18008,5,9,10,12,17,19,13,427643568,11,0,144,0,0,2018-01-18
18009,5,10,17,23,26,32,7,364964347,17,0,221,0,0,2018-01-21
18010,1,8,17,20,21,22,3,385873044,6,0,71,0,0,2018-01-23
18011,3,10,21,23,27,33,11,397713208,8,0,138,0,0,2018-01-25
18012,11,12,13,19,26,28,12,406003688,8,0,129,0,0,2018-01-28
18013,6,8,13,15,22,33,6,410564826,9,0,99,0,0,2018-01-30
18014,9,12,20,24,28,31,7,370944726,17,0,103,0,0,2018-02-01
18015,11,15,20,21,26,33,15,384707208,6,0,172,0,0,2018-02-04
18016,1,11,12,18,25,27,16,415237924,4,0,98,0,0,2018-02-06
18017,3,6,11,26,30,32,12,441055600,5,0,68,0,0,2018-02-08
18018,2,12,13,18,25,27,7,426699072,12,0,214,0,0,2018-02-11
18019,3,11,12,16,21,23,9,423300648,8,0,80,0,0,2018-02-13
18020,6,9,10,14,28,30,5,302764704,33,0,212,0,0,2018-02-22
18021,3,4,6,11,23,28,14,348212718,3,0,216,0,0,2018-02-25
18022,7,14,19,21,22,23,3,371039376,6,0,111,0,0,2018-02-27
18023,12,15,16,21,26,29,16,419696331,3,0,159,0,0,2018-03-01
18024,11,19,22,26,31,32,2,436102047,9,0,81,0,0,2018-03-04
18025,4,13,16,19,21,25,14,513258146,1,0,83,0,0,2018-03-06
18026,4,7,12,14,26,32,4,537930372,6,0,75,0,0,2018-03-08
18027,2,7,9,14,18,28,5,561561972,6,0,144,0,0,2018-03-11
18028,3,8,11,14,18,23,16,578094167,7,0,220,0,0,2018-03-13
18029,1,2,9,14,22,25,5,607081200,5,0,85,0,0,2018-03-15
18030,13,14,20,21,25,33,7,673759355,1,0,98,0,0,2018-03-18
18031,2,16,18,19,27,30,14,722002755,3,0,116,0,0,2018-03-20
18032,21,22,23,24,25,32,6,760396749,3,0,127,0,0,2018-03-22
18033,4,19,20,22,28,33,6,806829198,3,0,88,0,0,2018-03-25
18034,1,5,11,22,23,26,15,823152736,8,0,122,0,0,2018-03-27
18035,7,10,11,17,23,28,15,856009608,6,0,289,0,0,2018-03-29
18036,8,17,24,26,28,33,4,897368156,4,0,117,0,0,2018-04-01
18037,1,6,7,8,27,30,10,877589328,12,0,137,0,0,2018-04-03
18038,15,23,24,25,28,29,9,888445635,5,0,75,0,0,2018-04-05
18039,8,12,18,19,23,32,3,911280204,6,0,168,0,0,2018-04-08
18040,1,3,8,13,18,23,16,905458752,11,0,283,0,0,2018-04-10
18041,7,8,20,23,24,32,13,940022436,4,0,64,0,0,2018-04-12
18042,6,10,21,28,29,31,12,912888550,14,0,163,0,0,2018-04-15
18043,1,4,6,8,21,24,7,922258638,6,0,93,0,0,2018-04-17
18044,5,9,12,17,27,30,6,845550354,22,0,643,0,0,2018-04-19
18045,3,4,6,25,26,30,1,846265053,3,0,82,0,0,2018-04-22
18046,10,13,14,18,20,31,3,903210136,2,0,100,0,0,2018-04-24
18047,6,7,12,16,22,25,7,906138855,9,0,102,0,0,2018-04-26
18048,1,12,20,25,30,31,2,938951220,4,0,76,0,0,2018-04-29
18049,1,3,4,11,19,23,2,958977957,7,0,88,0,0,2018-05-01
18050,1,2,4,10,18,19,7,969426906,7,0,146,0,0,2018-05-03
18051,5,7,20,23,27,31,4,1002362910,5,0,146,0,0,2018-05-06
18052,3,5,6,9,15,32,14,1030470724,4,0,104,0,0,2018-05-08
18053,1,4,10,11,14,27,6,1036375992,8,0,104,0,0,2018-05-10
18054,4,6,18,22,25,33,16,1075158284,4,0,86,0,0,2018-05-13
18055,7,9,10,12,22,26,7,921156717,39,0,131,0,0,2018-05-15
18056,1,3,6,20,21,26,1,934983896,7,0,187,0,0,2018-05-17
18057,5,15,17,19,20,30,13,944921232,9,0,193,0,0,2018-05-20
18058,7,12,13,16,26,31,7,936339437,11,0,120,0,0,2018-05-22
18059,4,6,8,13,22,32,11,951572015,5,0,69,0,0,2018-05-24
18060,4,8,13,25,30,31,10,968808575,5,0,111,0,0,2018-05-27
18061,9,10,11,12,18,23,7,931563495,15,0,213,0,0,2018-05-29
18062,2,18,19,24,25,33,11,955101072,6,0,109,0,0,2018-05-31
18063,5,6,10,16,20,25,12,841729671,27,0,315,0,0,2018-06-03
18064,2,5,10,11,17,21,5,821423304,12,0,149,0,0,2018-06-05
18065,1,4,6,14,28,33,1,847267386,6,0,123,0,0,2018-06-07
18066,9,16,17,19,22,26,10,846907070,10,0,195,0,0,2018-06-10
18067,1,4,9,12,15,18,5,858719248,8,0,122,0,0,2018-06-12
18068,8,10,17,20,27,30,1,900360000,3,0,225,0,0,2018-06-14
18069,6,13,17,19,23,31,12,921431615,5,0,126,0,0,2018-06-17
18070,4,9,15,16,19,27,10,907892115,13,0,138,0,0,2018-06-19
18071,2,5,6,13,16,19,3,911477268,9,0,110,0,0,2018-06-21
18072,11,16,19,22,25,30,8,823199206,19,0,101,0,0,2018-06-24
18073,2,9,14,15,16,23,10,832397856,8,0,104,0,0,2018-06-26
18074,9,11,14,20,27,30,9,813581190,9,0,120,0,0,2018-06-28
18075,7,9,12,13,22,24,11,774033783,17,0,120,0,0,2018-07-01
18076,3,7,8,15,29,30,13,698248210,22,0,363,0,0,2018-07-03
18077,2,5,9,15,20,24,10,709870938,7,0,109,0,0,2018-07-05
18078,3,10,14,17,18,30,12,721951374,6,0,204,0,0,2018-07-08
18079,14,15,17,22,24,29,13,782146094,2,0,77,0,0,2018-07-10
18080,4,7,13,20,29,33,3,805444602,6,0,128,0,0,2018-07-12
18081,1,2,12,16,20,26,3,837010055,5,0,154,0,0,2018-07-15
18082,6,12,14,20,22,24,9,838703256,8,0,140,0,0,2018-07-17
18083,4,9,18,21,32,33,3,843134325,11,0,126,0,0,2018-07-19
